sim2sim_base_euler_roll,sim2sim_base_euler_pitch,sim2sim_base_euler_yaw,sim2sim_dof_pos_0,sim2sim_dof_pos_1,sim2sim_dof_pos_2,sim2sim_dof_pos_3,sim2sim_dof_pos_4,sim2sim_dof_pos_5,sim2sim_dof_pos_6,sim2sim_dof_pos_7,sim2sim_dof_pos_8,sim2sim_dof_pos_9,sim2sim_dof_pos_10,sim2sim_dof_pos_11,sim2sim_target_dof_pos_0,sim2sim_target_dof_pos_1,sim2sim_target_dof_pos_2,sim2sim_target_dof_pos_3,sim2sim_target_dof_pos_4,sim2sim_target_dof_pos_5,sim2sim_target_dof_pos_6,sim2sim_target_dof_pos_7,sim2sim_target_dof_pos_8,sim2sim_target_dof_pos_9,sim2sim_target_dof_pos_10,sim2sim_target_dof_pos_11
-1.967283559882326e-05,0.0013089874472836654,0.0004212992369926547,4.1575090742509704e-20,-1.051187949137088e-20,8.40454599787088e-21,-4.0060039070367494e-20,2.084295328514357e-20,6.791970068348441e-20,1.6717663747204617e-20,-2.1618494866887735e-20,-2.4846486109842027e-20,-9.789108402208446e-22,2.088996545856218e-20,1.760518496130163e-19,0.010476003400981426,-0.2116178572177887,0.08046568930149078,0.01862136274576187,-0.22512562572956085,0.10199640691280365,0.07372647523880005,0.18929335474967957,0.08284983783960342,0.03342841565608978,-0.11870253086090088,0.06420205533504486
0.0022518170919633234,-0.0027897141454741267,-0.0048291591269762155,-0.015391756227931673,-0.010958506187320362,0.007523329776476663,0.06703887025473826,-0.12833019090719514,0.07709253867203703,-0.010070026685638729,-0.0003887122020381948,0.015939872875766335,0.04148792177495382,-0.06369821571511738,0.033992059967982935,0.03082175739109516,-0.12133178114891052,0.16655385494232178,0.10002487152814865,-0.3343101441860199,0.07415775209665298,0.11119873076677322,0.20010004937648773,0.07944610714912415,0.07032714784145355,-0.16951677203178406,0.08803832530975342
0.005528975061987689,-0.019052428936980708,-0.020955535285528,-0.0036669138746960464,-0.00882831144843869,0.07033334877735033,0.13286780997290087,-0.17205826022504736,0.07347260871826647,0.00036086472361553405,0.01092556982718387,0.05543682559821601,0.08961769807472157,-0.1546604882750094,0.0681248857262173,0.016812767833471298,-0.10472671687602997,0.1944117695093155,0.11596382409334183,-0.34769389033317566,0.1184731125831604,0.05103178322315216,0.0915837287902832,0.12443482875823975,0.043522726744413376,-0.21897760033607483,0.17958958446979523
0.007897235203998413,-0.047825658290003244,-0.04562886631427735,0.04604109435195289,0.004080859808204429,0.18633515214488805,0.15296638023035455,-0.17311002370933784,0.07369304795235702,0.037703794307091046,0.03152600241729087,0.11383424406401108,0.10588901239858448,-0.15482433978227647,0.13343402021726133,0.0267658531665802,-0.13098545372486115,0.2512824833393097,0.08399809151887894,-0.3054851293563843,0.1530372053384781,0.056134261190891266,0.11451596021652222,0.14268524944782257,0.017288468778133392,-0.1660778820514679,0.19695161283016205
0.013496981512789656,-0.07744488796973421,-0.0684005175869682,0.1035448332897027,-0.00886586266879482,0.25591675505020733,0.13944361828725488,-0.16941145508609687,0.08624329243028585,0.08679744002987515,0.046105970330801355,0.16429917586137335,0.08759426424592402,-0.13722879935457727,0.13734938300977265,0.056803762912750244,-0.07992991805076599,0.2780998945236206,0.020292960107326508,-0.2626466751098633,0.17527271807193756,0.044039368629455566,0.1359008103609085,0.13458192348480225,-0.04571043327450752,-0.17930486798286438,0.19202126562595367
0.018885827514312295,-0.09552174050553373,-0.08614084914177632,0.15055210087600737,-0.04332508547722829,0.2790029407223661,0.09251126333808579,-0.16038752363956385,0.12172356109584091,0.10854565962146409,0.045133279155342876,0.18371586242997137,0.09071967120460706,-0.12763601450499604,0.1301062185236781,0.08446840196847916,-0.11055612564086914,0.2679269313812256,-0.030472181737422943,-0.21924710273742676,0.2427411526441574,0.010640289634466171,0.10821140557527542,0.1031886637210846,-0.03027145192027092,-0.15415486693382263,0.18173575401306152
0.02105549392432501,-0.10165204033116475,-0.09742288451782173,0.17657720076714842,-0.08541564951659804,0.26425558445237896,0.025246000206812863,-0.13864474180854594,0.1926494253444855,0.10550610033712711,0.04125720402273303,0.19397069935424446,0.10575681920470255,-0.11291016473468914,0.15762661993336521,0.09026280045509338,-0.10299292951822281,0.2630443572998047,-0.08432920277118683,-0.18182237446308136,0.28581327199935913,-0.02753518521785736,0.08347263932228088,0.08884958922863007,0.03019973263144493,-0.14973703026771545,0.16952578723430634
0.018404543318370957,-0.09326408562306511,-0.10117925413459737,0.16722843583033958,-0.11307442869645698,0.24841502150077552,-0.019383750693663226,-0.10999080383732225,0.21764937634777934,0.07695141796913806,0.04275622312986514,0.18144831786728874,0.1312071009644624,-0.126215527720704,0.15064800182590912,0.060115836560726166,-0.14789853990077972,0.2602400481700897,-0.10703618079423904,-0.13060149550437927,0.2940722703933716,-0.04004842787981033,0.03692390024662018,0.06189798563718796,0.098673015832901,-0.13354599475860596,0.1496022492647171
0.014894576878013703,-0.06931116907529292,-0.09731469921824043,0.1162027330222133,-0.11887687766930506,0.25008834506430166,0.00751497233869854,-0.09535131400457439,0.2449125044375576,0.024578647518748248,0.038825782336929494,0.14299513142548653,0.1613096840802645,-0.11815910708497883,0.14261608797877537,0.04902121424674988,-0.11392676830291748,0.2477245330810547,-0.08226130902767181,-0.12007027864456177,0.31234365701675415,-0.07015759497880936,0.00543564185500145,0.0455760583281517,0.1681046187877655,-0.14037984609603882,0.1794460564851761
0.0156428273553457,-0.042314015551542516,-0.09128828800802159,0.06001291616460435,-0.12118834098186435,0.24925571947566103,0.04383125285579243,-0.10123782971616288,0.2599019054687295,-0.03689680959682608,0.027598034773750082,0.10788412614422116,0.20266235917119732,-0.13548810085783333,0.16219544505700367,0.0671304389834404,-0.16289721429347992,0.23902295529842377,-0.03346781060099602,-0.08475876599550247,0.2973394989967346,-0.1149180606007576,0.005320988595485687,0.023227298632264137,0.20349270105361938,-0.1470191478729248,0.1882771998643875
