train_base_euler_roll,train_base_euler_pitch,train_base_euler_yaw,train_dof_pos_0,train_target_dof_pos_0,train_dof_pos_1,train_target_dof_pos_1,train_dof_pos_2,train_target_dof_pos_2,train_dof_pos_3,train_target_dof_pos_3,train_dof_pos_4,train_target_dof_pos_4,train_dof_pos_5,train_target_dof_pos_5,train_dof_pos_6,train_target_dof_pos_6,train_dof_pos_7,train_target_dof_pos_7,train_dof_pos_8,train_target_dof_pos_8,train_dof_pos_9,train_target_dof_pos_9,train_dof_pos_10,train_target_dof_pos_10,train_dof_pos_11,train_target_dof_pos_11
0.00822148285806179,-0.008775711059570312,0.006941171828657389,0.05227341875433922,-0.024767784401774406,0.05293744429945946,-0.3944203853607178,-0.01749005727469921,0.11955820769071579,0.025669468566775322,0.16785123944282532,0.006306821014732122,0.030337797477841377,0.04971009120345116,0.1298849731683731,-0.11218118667602539,0.10270272195339203,0.048492901027202606,0.058726467192173004,0.02140512317419052,0.15238383412361145,-0.029482292011380196,0.02141747623682022,0.018494006246328354,0.09535716474056244,-0.052391063421964645,-0.3303554654121399
0.022225918248295784,-0.020093917846679688,0.014957618899643421,0.04808133468031883,-0.018143462017178535,0.007093271240592003,-0.8372538089752197,-0.01654302515089512,0.04101288318634033,0.060619622468948364,0.35882768034935,-0.007292209658771753,-0.18985705077648163,0.0788552537560463,0.36941030621528625,-0.10370151698589325,-0.0762285366654396,0.02893553115427494,0.16410131752490997,0.027524041011929512,0.17494560778141022,-0.019646985456347466,-0.2102545201778412,0.04822467640042305,-0.021386973559856415,-0.13025100529193878,-0.774398684501648
0.041327182203531265,-0.03241395950317383,0.022069886326789856,0.033397745341062546,-0.005969111807644367,-0.07544555515050888,-1.0752301216125488,-0.045202117413282394,-0.03565787151455879,0.1268542855978012,0.4027283787727356,-0.055650390684604645,-0.1970793455839157,0.15000000596046448,0.46144354343414307,-0.11021916568279266,-0.15837134420871735,0.008588808588683605,0.24993087351322174,0.044548191130161285,0.16707803308963776,0.020844751968979836,-0.24995943903923035,0.055319324135780334,-0.14549127221107483,-0.1491050124168396,-0.8652152419090271
0.04756369814276695,-0.047043800354003906,0.019886439666152,0.017426451668143272,-0.017305582761764526,-0.11994605511426926,-1.323168396949768,-0.01193533930927515,-0.1324993520975113,0.2064482420682907,0.38381946086883545,-0.09424455463886261,-0.17847572267055511,0.15000003576278687,0.48772385716438293,-0.10881864279508591,-0.1807989925146103,0.00914592482149601,0.32784581184387207,0.0663260743021965,0.13612349331378937,0.05474694445729256,-0.23464053869247437,0.03663933649659157,-0.20950013399124146,-0.14956708252429962,-0.9353473782539368
0.029300130903720856,-0.06196308135986328,0.01961805485188961,-0.0007041070493869483,-0.10110561549663544,-0.11993568390607834,-1.4264551401138306,-0.006278516259044409,-0.2015468180179596,0.2915460169315338,0.39039891958236694,-0.10782273858785629,-0.12312210351228714,0.15000000596046448,0.5211151838302612,-0.09293103218078613,-0.10726076364517212,0.033426426351070404,0.07208935171365738,0.0609588660299778,0.04169068485498428,0.07253072410821915,-0.23340335488319397,-0.01536570955067873,-0.2613222599029541,-0.150021031498909,-1.1200968027114868
-0.0014491081237792969,-0.07602167129516602,0.024352526292204857,-0.012532663531601429,0.0038414213340729475,-0.11993759870529175,-1.1832637786865234,-0.06686180830001831,-0.40247997641563416,0.3579978942871094,0.41101181507110596,-0.10825595259666443,-0.08548454940319061,0.15000002086162567,0.8799816370010376,-0.06550997495651245,-0.07283029705286026,0.06739285588264465,0.07608181983232498,0.04194539785385132,0.1028069332242012,0.06366745382547379,-0.23106391727924347,-0.04451102763414383,-0.19810502231121063,-0.14970237016677856,-1.2626254558563232
-0.04707670211791992,-0.08922243118286133,0.03617924079298973,-0.015348706394433975,-0.07037684321403503,-0.11997130513191223,-0.34894272685050964,-0.2162383496761322,-0.7512269616127014,0.412725031375885,0.4906670153141022,-0.08474855870008469,-0.03924202919006348,0.15000003576278687,1.2009482383728027,-0.020338770002126694,0.04123266041278839,0.11957898736000061,0.143718883395195,0.02000516466796398,0.1318790763616562,0.013643212616443634,-0.2151162326335907,-0.03238365054130554,-0.07279312610626221,-0.14981046319007874,-0.9649584889411926
-0.08214330673217773,-0.09578847885131836,0.048378556966781616,-0.024180350825190544,-0.1661974936723709,-0.09645548462867737,0.3257558047771454,-0.3000044822692871,-0.946251630783081,0.44428592920303345,0.3695541322231293,-0.042179904878139496,0.1060963049530983,0.15000002086162567,1.3113311529159546,0.01383975986391306,0.08487720042467117,0.11995965242385864,0.5833139419555664,-0.05198360234498978,0.10561579465866089,-0.02755369059741497,-0.08551248162984848,-0.016817713156342506,0.06241010129451752,-0.14846409857273102,-0.2524445652961731
-0.11144399642944336,-0.09261703491210938,0.054348547011613846,-0.05705544352531433,-0.3582887649536133,-0.04694170132279396,0.5412017703056335,-0.29997217655181885,-0.9814642071723938,0.4603855609893799,0.261758029460907,0.023643571883440018,0.19496582448482513,0.14640572667121887,0.901565670967102,0.02157987467944622,0.17349235713481903,0.11999547481536865,0.9240333437919617,-0.07780081778764725,-0.11503929644823074,-0.034598905593156815,0.09792623668909073,0.0032154445070773363,0.03632364422082901,0.04172665625810623,0.3749752938747406
-0.11975336074829102,-0.0654902458190918,0.05050192028284073,-0.11433211714029312,-0.3855857253074646,-0.04549789801239967,-0.673910915851593,-0.30000343918800354,-0.9608098864555359,0.4781455099582672,0.10263263434171677,0.013844857923686504,0.032578617334365845,0.1496996432542801,0.08737465739250183,-0.07270035892724991,-0.2338898777961731,0.12000732868909836,1.195824146270752,0.02127675525844097,0.26789429783821106,0.12301744520664215,0.6932951211929321,-0.014963390305638313,-0.025848988443613052,0.14999772608280182,1.757917881011963
-0.1042170524597168,-0.02638864517211914,0.044974811375141144,-0.1698044240474701,-0.2291315495967865,-0.09068647772073746,-0.7984490990638733,-0.30000177025794983,-1.0345169305801392,0.4507485628128052,0.1942373663187027,0.007715599611401558,-0.030683577060699463,0.1412656009197235,-0.21401721239089966,-0.1981041133403778,-0.22597461938858032,0.12000224739313126,1.050168752670288,0.17056620121002197,0.32478001713752747,0.3345315754413605,0.6306886076927185,-0.014116828329861164,0.010069943964481354,0.14999999105930328,2.228475570678711
